Please provide hourly results  in mg/m3 of CO monitoring conducted in Dublin City by completing the table below. ,,,,,,,,,
The 8 hour rolling averages will calculate automatically. ,,,,,,,,,
Please provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,
Please indicate if any of the stations listed below have been removed from the network.,,,,,,,,,
Dublin City Council,,,,,,,,,
Site,,           Wood Quay (Winetavern St.),,,,         Coleraine Street,,,
Date,Time,CO mg/m3,8 hr roling avg,Flag,Comment,CO mg/m3,8 hr roling avg,Flag,Comment
31/12/2012,17.00,,#DIV/0!,,,,#DIV/0!,,
23/02/2012,17.00,0.1,0.8,2,,0.9,0.8,2,
23/02/2012,18.00,0.1,0.8,2,,0.8,0.8,2,
23/02/2012,19.00,0.1,0.8,2,,0.8,0.8,2,
23/02/2012,20.00,0.1,0.9,2,,0.8,0.9,2,
23/02/2012,21.00,0.1,0.9,2,,0.8,0.9,2,
23/02/2012,22.00,0.1,0.9,2,,0.7,0.9,2,
23/02/2012,23.00,0.1,0.8,2,,0.7,0.8,2,
24/02/2012,0.00,0.1,0.8,2,,0.7,0.8,2,
24/02/2012,1.00,0.1,0.8,2,,0.7,0.8,2,
24/02/2012,2.00,0.1,0.8,2,,0.8,0.8,2,
24/02/2012,3.00,0.1,0.8,2,,0.8,0.8,2,
24/02/2012,4.00,0.1,0.7,2,,0.8,0.7,2,
24/02/2012,5.00,0.1,0.7,2,,0.7,0.7,2,
24/02/2012,6.00,0.1,0.7,2,,0.6,0.7,2,
24/02/2012,7.00,0.1,0.7,2,,0.7,0.7,2,
24/02/2012,8.00,0.1,0.7,2,,0.7,0.7,2,
24/02/2012,9.00,0.1,0.7,2,,0.6,0.7,2,
24/02/2012,10.00,0.1,0.7,2,,0.5,0.7,2,
24/02/2012,11.00,0.1,0.6,2,,0.5,0.6,2,
24/02/2012,12.00,0.1,0.6,2,,0.5,0.6,2,
24/02/2012,13.00,0.1,0.6,2,,0.5,0.6,2,
24/02/2012,14.00,0.1,0.6,2,,0.6,0.6,2,
24/02/2012,15.00,0.1,0.5,2,,0.5,0.5,2,
24/02/2012,16.00,0.1,0.5,2,,0.7,0.5,2,
24/02/2012,17.00,0.1,0.5,2,,0.5,0.5,2,
24/02/2012,18.00,0.2,0.5,2,,0.6,0.5,2,
24/02/2012,19.00,0.1,0.6,2,,0.6,0.6,2,
24/02/2012,20.00,0.2,0.6,2,,0.6,0.6,2,
24/02/2012,21.00,0.1,0.6,2,,0.6,0.6,2,
24/02/2012,22.00,0.1,0.6,2,,0.6,0.6,2,
24/02/2012,23.00,0.1,0.6,2,,0.5,0.6,2,
25/02/2012,0.00,0.1,0.6,2,,0.4,0.6,2,
25/02/2012,1.00,0.1,0.6,2,,0.6,0.6,2,
25/02/2012,2.00,0.1,0.6,2,,0.8,0.6,2,
25/02/2012,3.00,0.1,0.6,2,,0.6,0.6,2,
25/02/2012,4.00,0.1,0.6,2,,0.6,0.6,2,
25/02/2012,5.00,0.1,0.6,2,,0.5,0.6,2,
25/02/2012,6.00,0.1,0.6,2,,0.6,0.6,2,
25/02/2012,7.00,0.1,0.6,2,,0.6,0.6,2,
25/02/2012,8.00,0.1,0.6,2,,0.6,0.6,2,
25/02/2012,9.00,0.1,0.6,2,,0.5,0.6,2,
25/02/2012,10.00,0.1,0.5,2,,0.4,0.5,2,
25/02/2012,11.00,0.1,0.5,2,,0.3,0.5,2,
25/02/2012,12.00,0.1,0.5,2,,0.3,0.5,2,
25/02/2012,13.00,0.1,0.5,2,,0.4,0.5,2,
25/02/2012,14.00,0.1,0.4,2,,0.4,0.4,2,
25/02/2012,15.00,0.1,0.4,2,,0.4,0.4,2,
25/02/2012,16.00,0.1,0.4,2,,0.4,0.4,2,
25/02/2012,17.00,0.1,0.4,2,,0.5,0.4,2,
25/02/2012,18.00,0.1,0.4,2,,0.6,0.4,2,
25/02/2012,19.00,0.1,0.4,2,,0.6,0.4,2,
25/02/2012,20.00,0.1,0.5,2,,0.6,0.5,2,
25/02/2012,21.00,0.1,0.5,2,,0.5,0.5,2,
25/02/2012,22.00,0.1,0.5,2,,0.5,0.5,2,
25/02/2012,23.00,0.1,0.5,2,,0.5,0.5,2,
26/02/2012,0.00,0.1,0.5,2,,0.5,0.5,2,
26/02/2012,1.00,0.1,0.5,2,,0.4,0.5,2,
26/02/2012,2.00,0.1,0.5,2,,0.4,0.5,2,
26/02/2012,3.00,0.1,0.5,2,,0.4,0.5,2,
26/02/2012,4.00,0.1,0.4,2,,0.4,0.4,2,
26/02/2012,5.00,0.1,0.4,2,,0.4,0.4,2,
26/02/2012,6.00,0.1,0.4,2,,0.4,0.4,2,
26/02/2012,7.00,0.1,0.4,2,,0.5,0.4,2,
26/02/2012,8.00,0.1,0.4,2,,0.4,0.4,2,
26/02/2012,9.00,0.1,0.4,2,,0.4,0.4,2,
26/02/2012,10.00,0.1,0.4,2,,0.4,0.4,2,
26/02/2012,11.00,0.1,0.4,2,,0.4,0.4,2,
26/02/2012,12.00,0.1,0.4,2,,0.5,0.4,2,
26/02/2012,13.00,0.1,0.4,2,,0.5,0.4,2,
26/02/2012,14.00,0.1,0.5,2,,0.6,0.5,2,
26/02/2012,15.00,0.1,0.5,2,,0.5,0.5,2,
26/02/2012,16.00,0.1,0.5,2,,0.5,0.5,2,
26/02/2012,17.00,0.1,0.5,2,,0.8,0.5,2,
26/02/2012,18.00,0.1,0.6,2,,0.7,0.6,2,
26/02/2012,19.00,0.1,0.6,2,,0.7,0.6,2,
26/02/2012,20.00,0.1,0.6,2,,0.6,0.6,2,
26/02/2012,21.00,0.1,0.6,2,,0.8,0.6,2,
26/02/2012,22.00,0.1,0.6,2,,0.7,0.6,2,
26/02/2012,23.00,0.1,0.7,2,,0.5,0.7,2,
27/02/2012,0.00,0.1,0.7,2,,0.6,0.7,2,
27/02/2012,1.00,0.1,0.6,2,,0.5,0.6,2,
27/02/2012,2.00,0.1,0.6,2,,0.5,0.6,2,
27/02/2012,3.00,0.1,0.6,2,,0.5,0.6,2,
27/02/2012,4.00,0.1,0.6,2,,0.5,0.6,2,
27/02/2012,5.00,0.1,0.5,2,,0.4,0.5,2,
27/02/2012,6.00,0.1,0.5,2,,0.5,0.5,2,
27/02/2012,7.00,0.1,0.5,2,,0.6,0.5,2,
27/02/2012,8.00,0.1,0.5,2,,0.8,0.5,2,
27/02/2012,9.00,0.1,0.5,2,,0.7,0.5,2,
27/02/2012,10.00,0.1,0.6,2,,0.6,0.6,2,
27/02/2012,11.00,0.1,0.6,2,,0.6,0.6,2,
27/02/2012,12.00,0.1,0.6,2,,0.6,0.6,2,
27/02/2012,13.00,0.1,0.6,2,,0.6,0.6,2,
27/02/2012,14.00,0.1,0.7,2,,0.8,0.7,2,
27/02/2012,15.00,0.1,0.7,2,,0.9,0.7,2,
27/02/2012,16.00,0.2,0.7,2,,0.7,0.7,2,
27/02/2012,17.00,0.1,0.7,2,,0.7,0.7,2,
27/02/2012,18.00,0.2,0.7,2,,0.7,0.7,2,
27/02/2012,19.00,0.1,0.7,2,,0.8,0.7,2,
27/02/2012,20.00,0.1,0.8,2,,0.7,0.8,2,
27/02/2012,21.00,0.1,0.8,2,,0.7,0.8,2,
27/02/2012,22.00,0.1,0.7,2,,0.6,0.7,2,
27/02/2012,23.00,0.1,0.7,2,,0.8,0.7,2,
28/02/2012,0.00,0.1,0.7,2,,0.7,0.7,2,
28/02/2012,1.00,0.1,0.7,2,,0.8,0.7,2,
28/02/2012,2.00,0.1,0.7,2,,0.8,0.7,2,
28/02/2012,3.00,0.1,0.7,2,,0.6,0.7,2,
28/02/2012,4.00,0.1,0.7,2,,0.7,0.7,2,
28/02/2012,5.00,0.1,0.7,2,,0.5,0.7,2,
28/02/2012,6.00,0.1,0.7,2,,0.5,0.7,2,
28/02/2012,7.00,0.1,0.7,2,,0.8,0.7,2,
28/02/2012,8.00,0.1,0.7,2,,0.9,0.7,2,
28/02/2012,9.00,0.2,0.7,2,,1.0,0.7,2,
28/02/2012,10.00,0.1,0.8,2,,1.1,0.8,2,
28/02/2012,11.00,0.1,0.8,2,,1.1,0.8,2,
28/02/2012,12.00,0.1,0.9,2,,0.9,0.9,2,
28/02/2012,13.00,0.1,1.0,2,,1.3,1.0,2,
28/02/2012,14.00,0.2,1.0,2,,0.9,1.0,2,
28/02/2012,15.00,0.1,1.0,2,,1.1,1.0,2,
28/02/2012,16.00,0.2,1.0,2,,1.0,1.0,2,
28/02/2012,17.00,0.2,1.0,2,,0.9,1.0,2,
28/02/2012,18.00,0.3,1.0,2,,0.9,1.0,2,
28/02/2012,19.00,0.2,1.0,2,,0.8,1.0,2,
28/02/2012,20.00,0.2,1.0,2,,0.9,1.0,2,
28/02/2012,21.00,0.3,0.9,2,,1.1,0.9,2,
28/02/2012,22.00,0.9,0.9,2,,0.9,0.9,2,
28/02/2012,23.00,0.2,0.9,2,,0.8,0.9,2,
29/02/2012,0.00,0.1,0.9,2,,0.8,0.9,2,
29/02/2012,1.00,0.1,0.9,2,,0.8,0.9,2,
29/02/2012,2.00,0.1,0.8,2,,0.5,0.8,2,
29/02/2012,3.00,0.1,0.8,2,,0.7,0.8,2,
29/02/2012,4.00,0.1,0.8,2,,0.7,0.8,2,
29/02/2012,5.00,0.1,0.7,2,,0.5,0.7,2,
29/02/2012,6.00,0.1,0.7,2,,0.6,0.7,2,
29/02/2012,7.00,0.1,0.7,2,,0.9,0.7,2,
29/02/2012,8.00,0.1,0.7,2,,0.9,0.7,2,
29/02/2012,9.00,0.2,0.7,2,,1.0,0.7,2,
29/02/2012,10.00,0.2,0.8,2,,0.9,0.8,2,
29/02/2012,11.00,0.1,0.8,2,,0.9,0.8,2,
29/02/2012,12.00,0.1,0.8,2,,1.0,0.8,2,
29/02/2012,13.00,0.1,0.9,2,,1.1,0.9,2,
29/02/2012,14.00,0.1,1.0,2,,1.2,1.0,2,
29/02/2012,15.00,0.1,1.0,2,,1.2,1.0,2,
29/02/2012,16.00,0.1,1.0,2,,1.2,1.0,2,
29/02/2012,17.00,0.2,1.1,2,,1.1,1.1,2,
29/02/2012,18.00,0.2,1.1,2,,1.0,1.1,2,
29/02/2012,19.00,0.3,1.1,2,,0.9,1.1,2,
29/02/2012,20.00,0.2,1.1,2,,0.9,1.1,2,
29/02/2012,21.00,0.1,1.0,2,,1.0,1.0,2,
29/02/2012,22.00,0.1,1.0,2,,0.9,1.0,2,
29/02/2012,23.00,0.1,1.0,2,,0.9,1.0,2,
01/03/2012,0.00,0.1,0.9,2,,0.9,0.9,2,
01/03/2012,1.00,0.1,0.9,2,,0.9,0.9,2,
01/03/2012,2.00,0.1,0.9,2,,0.8,0.9,2,
01/03/2012,3.00,0.1,0.9,2,,0.6,0.9,2,
01/03/2012,4.00,0.1,0.9,2,,0.6,0.9,2,
01/03/2012,5.00,0.1,0.9,2,,0.7,0.9,2,
01/03/2012,6.00,0.1,0.9,2,,0.5,0.9,2,
01/03/2012,7.00,0.1,0.7,2,,0.9,0.7,2,
01/03/2012,8.00,0.1,0.7,2,,1.0,0.7,2,
01/03/2012,9.00,0.1,0.8,2,,1.0,0.8,2,
01/03/2012,10.00,0.1,0.8,2,,0.9,0.8,2,
01/03/2012,11.00,0.1,0.8,2,,0.9,0.8,2,
01/03/2012,12.00,0.1,0.9,2,,1.0,0.9,2,
01/03/2012,13.00,0.1,0.9,2,,1.1,0.9,2,
01/03/2012,14.00,0.1,1.0,2,,0.9,1.0,2,
01/03/2012,15.00,0.1,1.0,2,,0.9,1.0,2,
01/03/2012,16.00,0.1,1.0,2,,0.9,1.0,2,
01/03/2012,17.00,0.1,0.9,2,,0.9,0.9,2,
01/03/2012,18.00,0.3,0.9,2,,0.8,0.9,2,
01/03/2012,19.00,0.2,0.9,2,,0.9,0.9,2,
01/03/2012,20.00,0.2,0.9,2,,1.2,0.9,2,
01/03/2012,21.00,0.1,0.9,2,,1.1,0.9,2,
01/03/2012,22.00,0.2,1.0,2,,1.5,1.0,2,
01/03/2012,23.00,0.2,1.1,2,,1.4,1.1,2,
02/03/2012,0.00,0.2,1.1,2,,0.9,1.1,2,
02/03/2012,1.00,0.2,1.1,2,,0.7,1.1,2,
02/03/2012,2.00,0.1,1.1,2,,0.8,1.1,2,
02/03/2012,3.00,0.1,1.0,2,,0.7,1.0,2,
02/03/2012,4.00,0.1,1.0,2,,0.7,1.0,2,
02/03/2012,5.00,0.1,0.9,2,,0.6,0.9,2,
02/03/2012,6.00,0.1,0.8,2,,0.6,0.8,2,
02/03/2012,7.00,0.1,0.8,2,,0.9,0.8,2,
02/03/2012,8.00,0.1,0.7,2,,0.9,0.7,2,
02/03/2012,9.00,0.1,0.8,2,,1.0,0.8,2,
02/03/2012,10.00,0.1,0.8,2,,1.1,0.8,2,
02/03/2012,11.00,0.1,0.9,2,,1.3,0.9,2,
02/03/2012,12.00,CAL,0.9,0,,0.8,0.9,2,
02/03/2012,13.00,CAL,1.0,0,,1.6,1.0,2,
02/03/2012,14.00,CAL,1.2,0,,2.0,1.2,2,
02/03/2012,15.00,CAL,1.2,0,,1.0,1.2,2,
02/03/2012,16.00,-0.2,1.3,2,,1.1,1.3,2,
02/03/2012,17.00,-0.1,1.3,2,,1.0,1.3,2,
02/03/2012,18.00,-0.2,1.3,2,,1.1,1.3,2,
02/03/2012,19.00,-0.2,1.2,2,,1.1,1.2,2,
02/03/2012,20.00,-0.2,1.3,2,,1.2,1.3,2,
02/03/2012,21.00,-0.2,1.2,2,,1.2,1.2,2,
02/03/2012,22.00,below detection limit,1.1,3,,1.1,1.1,2,
02/03/2012,23.00,below detection limit,1.1,3,,1.0,1.1,2,
03/03/2012,0.00,below detection limit,1.1,3,,1.0,1.1,2,
03/03/2012,1.00,below detection limit,1.1,3,,1.0,1.1,2,
03/03/2012,2.00,below detection limit,1.1,3,,1.0,1.1,2,
03/03/2012,3.00,below detection limit,1.1,3,,0.9,1.1,2,
03/03/2012,4.00,below detection limit,1.0,3,,0.9,1.0,2,
03/03/2012,5.00,below detection limit,1.0,3,,0.8,1.0,2,
03/03/2012,6.00,below detection limit,0.9,3,,0.8,0.9,2,
03/03/2012,7.00,below detection limit,0.9,3,,1.0,0.9,2,
03/03/2012,8.00,below detection limit,0.9,3,,1.0,0.9,2,
03/03/2012,9.00,below detection limit,0.9,3,,1.0,0.9,2,
03/03/2012,10.00,below detection limit,0.9,3,,1.0,0.9,2,
03/03/2012,11.00,below detection limit,0.9,3,,0.9,0.9,2,
03/03/2012,12.00,below detection limit,0.9,3,,0.8,0.9,2,
03/03/2012,13.00,below detection limit,0.9,3,,0.8,0.9,2,
03/03/2012,14.00,below detection limit,0.9,3,,0.6,0.9,2,
03/03/2012,15.00,below detection limit,0.9,3,,0.6,0.9,2,
03/03/2012,16.00,below detection limit,0.8,3,,0.8,0.8,2,
03/03/2012,17.00,below detection limit,0.8,3,,0.9,0.8,2,
03/03/2012,18.00,-0.2,0.8,2,,0.8,0.8,2,
03/03/2012,19.00,-0.2,0.8,2,,1.0,0.8,2,
03/03/2012,20.00,-0.2,0.8,2,,0.7,0.8,2,
03/03/2012,21.00,below detection limit,0.8,3,,0.6,0.8,2,
03/03/2012,22.00,-0.2,0.8,2,,0.6,0.8,2,
03/03/2012,23.00,below detection limit,0.7,3,,0.5,0.7,2,
04/03/2012,0.00,below detection limit,0.7,3,,0.4,0.7,2,
04/03/2012,1.00,below detection limit,0.6,3,,0.4,0.6,2,
04/03/2012,2.00,below detection limit,0.6,3,,0.4,0.6,2,
04/03/2012,3.00,below detection limit,0.5,3,,0.4,0.5,2,
04/03/2012,4.00,below detection limit,0.4,3,,0.4,0.4,2,
04/03/2012,5.00,below detection limit,0.4,3,,0.4,0.4,2,
04/03/2012,6.00,below detection limit,0.4,3,,0.4,0.4,2,
04/03/2012,7.00,below detection limit,0.4,3,,0.4,0.4,2,
04/03/2012,8.00,below detection limit,0.4,3,,0.4,0.4,2,
04/03/2012,9.00,below detection limit,0.4,3,,0.3,0.4,2,
04/03/2012,10.00,below detection limit,0.3,3,,0.2,0.3,2,
04/03/2012,11.00,below detection limit,0.3,3,,0.2,0.3,2,
04/03/2012,12.00,below detection limit,0.3,3,,0.3,0.3,2,
04/03/2012,13.00,below detection limit,0.3,3,,0.3,0.3,2,
04/03/2012,14.00,below detection limit,0.3,3,,0.3,0.3,2,
04/03/2012,15.00,below detection limit,0.3,3,,0.3,0.3,2,
04/03/2012,16.00,below detection limit,0.3,3,,0.3,0.3,2,
04/03/2012,17.00,below detection limit,0.3,3,,0.3,0.3,2,
04/03/2012,18.00,below detection limit,0.3,3,,0.4,0.3,2,
04/03/2012,19.00,below detection limit,0.3,3,,0.5,0.3,2,
04/03/2012,20.00,-0.2,0.4,2,,0.5,0.4,2,
04/03/2012,21.00,-0.2,0.4,2,,0.4,0.4,2,
04/03/2012,22.00,below detection limit,0.4,3,,0.4,0.4,2,
04/03/2012,23.00,below detection limit,0.4,3,,0.4,0.4,2,
05/03/2012,0.00,below detection limit,0.4,3,,0.3,0.4,2,
05/03/2012,1.00,below detection limit,0.4,3,,0.3,0.4,2,
05/03/2012,2.00,below detection limit,0.4,3,,0.3,0.4,2,
05/03/2012,3.00,below detection limit,0.4,3,,0.3,0.4,2,
05/03/2012,4.00,below detection limit,0.4,3,,0.3,0.4,2,
05/03/2012,5.00,below detection limit,0.3,3,,0.3,0.3,2,
05/03/2012,6.00,below detection limit,0.3,3,,0.3,0.3,2,
05/03/2012,7.00,below detection limit,0.3,3,,0.4,0.3,2,
05/03/2012,8.00,below detection limit,0.4,3,,0.4,0.4,2,
05/03/2012,9.00,-0.2,0.4,2,,0.4,0.4,2,
05/03/2012,10.00,-0.2,0.3,2,,0.2,0.3,2,
05/03/2012,11.00,below detection limit,0.3,3,,0.2,0.3,2,
05/03/2012,12.00,below detection limit,0.3,3,,0.4,0.3,2,
05/03/2012,13.00,below detection limit,0.4,3,,0.5,0.4,2,
05/03/2012,14.00,below detection limit,0.4,3,,0.4,0.4,2,
05/03/2012,15.00,-0.2,0.4,2,,0.4,0.4,2,
05/03/2012,16.00,-0.2,0.4,2,,0.5,0.4,2,
05/03/2012,17.00,-0.1,0.4,2,,0.5,0.4,2,
05/03/2012,18.00,-0.1,0.4,2,,0.6,0.4,2,
05/03/2012,19.00,-0.1,0.5,2,,0.9,0.5,2,
05/03/2012,20.00,-0.1,0.6,2,,1.3,0.6,2,
05/03/2012,21.00,0.0,0.7,2,,1.0,0.7,2,
05/03/2012,22.00,0.0,0.8,2,,1.1,0.8,2,
05/03/2012,23.00,0.0,0.9,2,,1.0,0.9,2,
06/03/2012,0.00,0.0,0.9,2,,1.0,0.9,2,
06/03/2012,1.00,-0.1,0.9,2,,0.7,0.9,2,
06/03/2012,2.00,-0.1,1.0,2,,0.7,1.0,2,
06/03/2012,3.00,-0.1,1.0,2,,0.9,1.0,2,
06/03/2012,4.00,-0.1,0.9,2,,0.8,0.9,2,
06/03/2012,5.00,-0.1,0.9,2,,0.7,0.9,2,
06/03/2012,6.00,-0.1,0.8,2,,0.4,0.8,2,
06/03/2012,7.00,below detection limit,0.7,3,,0.5,0.7,2,
06/03/2012,8.00,-0.2,0.7,2,,0.6,0.7,2,
06/03/2012,9.00,-0.1,0.6,2,,0.6,0.6,2,
06/03/2012,10.00,-0.1,0.6,2,,0.5,0.6,2,
06/03/2012,11.00,below detection limit,0.6,3,,0.5,0.6,2,
06/03/2012,12.00,-0.2,0.5,2,,0.5,0.5,2,
06/03/2012,13.00,-0.2,0.5,2,,0.6,0.5,2,
06/03/2012,14.00,-0.2,0.5,2,,0.7,0.5,2,
06/03/2012,15.00,below detection limit,0.6,3,,0.8,0.6,2,
06/03/2012,16.00,below detection limit,0.6,3,,0.8,0.6,2,
06/03/2012,17.00,-0.2,0.6,2,,0.8,0.6,2,
06/03/2012,18.00,-0.1,0.7,2,,0.8,0.7,2,
06/03/2012,19.00,-0.1,0.7,2,,0.7,0.7,2,
06/03/2012,20.00,-0.2,0.7,2,,0.8,0.7,2,
06/03/2012,21.00,-0.2,0.7,2,,0.6,0.7,2,
06/03/2012,22.00,below detection limit,0.7,3,,0.5,0.7,2,
06/03/2012,23.00,below detection limit,0.7,3,,0.5,0.7,2,
07/03/2012,0.00,below detection limit,0.7,3,,0.6,0.7,2,
07/03/2012,1.00,below detection limit,0.6,3,,0.5,0.6,2,
07/03/2012,2.00,below detection limit,0.6,3,,0.5,0.6,2,
07/03/2012,3.00,below detection limit,0.5,3,,0.4,0.5,2,
07/03/2012,4.00,below detection limit,0.5,3,,0.3,0.5,2,
07/03/2012,5.00,below detection limit,0.4,3,,0.3,0.4,2,
07/03/2012,6.00,below detection limit,0.4,3,,0.3,0.4,2,
07/03/2012,7.00,below detection limit,0.4,3,,0.3,0.4,2,
07/03/2012,8.00,below detection limit,0.4,3,,0.3,0.4,2,
07/03/2012,9.00,below detection limit,0.3,3,,0.2,0.3,2,
07/03/2012,10.00,-0.2,0.3,2,,0.2,0.3,2,
07/03/2012,11.00,below detection limit,0.3,3,,cal,0.3,0,
07/03/2012,12.00,below detection limit,0.3,3,,cal,0.3,0,
07/03/2012,13.00,below detection limit,0.3,3,,cal,0.3,0,
07/03/2012,14.00,below detection limit,0.3,3,,cal,0.3,0,
07/03/2012,15.00,below detection limit,0.3,3,,cal,0.3,0,
07/03/2012,16.00,below detection limit,0.2,3,,cal,0.2,0,
07/03/2012,17.00,-0.2,0.2,2,,below detection limit,0.2,3,
07/03/2012,18.00,-0.2,#DIV/0!,2,,below detection limit,#DIV/0!,3,
07/03/2012,19.00,-0.2,#DIV/0!,2,,below detection limit,#DIV/0!,3,
07/03/2012,20.00,-0.2,#DIV/0!,2,,below detection limit,#DIV/0!,3,
07/03/2012,21.00,-0.2,#DIV/0!,2,,below detection limit,#DIV/0!,3,
07/03/2012,22.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
07/03/2012,23.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,0.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,1.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,2.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,3.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,4.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,5.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,6.00,below detection limit,#DIV/0!,3,,below detection limit,#DIV/0!,3,
08/03/2012,7.00,below detection limit,-0.2,3,,-0.2,-0.2,2,
08/03/2012,8.00,below detection limit,-0.1,3,,0.0,-0.1,2,
08/03/2012,9.00,-0.2,-0.1,2,,-0.1,-0.1,2,
08/03/2012,10.00,-0.2,-0.1,2,,-0.1,-0.1,2,
08/03/2012,11.00,-0.2,-0.1,2,,below detection limit,-0.1,3,
08/03/2012,12.00,-0.2,-0.1,2,,below detection limit,-0.1,3,
08/03/2012,13.00,below detection limit,-0.1,3,,-0.1,-0.1,2,
08/03/2012,14.00,below detection limit,-0.1,3,,0.0,-0.1,2,
08/03/2012,15.00,below detection limit,0.0,3,,0.1,0.0,2,
08/03/2012,16.00,below detection limit,0.0,3,,0.1,0.0,2,
08/03/2012,17.00,-0.1,0.0,2,,0.2,0.0,2,
08/03/2012,18.00,-0.1,0.1,2,,0.2,0.1,2,
08/03/2012,19.00,-0.1,0.1,2,,0.0,0.1,2,
08/03/2012,20.00,-0.1,0.1,2,,-0.1,0.1,2,
08/03/2012,21.00,-0.2,0.1,2,,-0.1,0.1,2,
08/03/2012,22.00,-0.2,0.1,2,,-0.1,0.1,2,
08/03/2012,23.00,below detection limit,0.0,3,,-0.2,0.0,2,
09/03/2012,0.00,below detection limit,0.0,3,,below detection limit,0.0,3,
09/03/2012,1.00,below detection limit,0.0,3,,-0.1,0.0,2,
09/03/2012,2.00,below detection limit,-0.1,3,,below detection limit,-0.1,3,
09/03/2012,3.00,below detection limit,-0.1,3,,-0.1,-0.1,2,
09/03/2012,4.00,below detection limit,-0.1,3,,-0.1,-0.1,2,
09/03/2012,5.00,below detection limit,-0.1,3,,-0.1,-0.1,2,
09/03/2012,6.00,below detection limit,-0.1,3,,-0.1,-0.1,2,
09/03/2012,7.00,below detection limit,-0.1,3,,0.0,-0.1,2,
09/03/2012,8.00,below detection limit,-0.1,3,,0.1,-0.1,2,
09/03/2012,9.00,-0.2,0.0,2,,0.2,0.0,2,
09/03/2012,10.00,below detection limit,0.0,3,,0.3,0.0,2,
09/03/2012,11.00,-0.2,0.1,2,,0.3,0.1,2,
09/03/2012,12.00,below detection limit,0.1,3,,0.4,0.1,2,
09/03/2012,13.00,-0.2,0.2,2,,0.4,0.2,2,
09/03/2012,14.00,below detection limit,0.2,3,,0.3,0.2,2,
09/03/2012,15.00,-0.2,0.3,2,,0.4,0.3,2,
09/03/2012,16.00,-0.2,0.3,2,,0.4,0.3,2,
09/03/2012,17.00,-0.1,0.4,2,,0.4,0.4,2,
09/03/2012,18.00,-0.1,0.4,2,,0.4,0.4,2,
09/03/2012,19.00,-0.2,0.4,2,,0.4,0.4,2,
09/03/2012,20.00,-0.1,0.4,2,,0.4,0.4,2,
09/03/2012,21.00,-0.2,0.3,2,,0.0,0.3,2,
09/03/2012,22.00,-0.2,0.3,2,,0.2,0.3,2,
09/03/2012,23.00,below detection limit,0.3,3,,0.1,0.3,2,
10/03/2012,0.00,below detection limit,0.3,3,,0.2,0.3,2,
10/03/2012,1.00,below detection limit,0.2,3,,0.2,0.2,2,
10/03/2012,2.00,below detection limit,0.2,3,,0.2,0.2,2,
10/03/2012,3.00,below detection limit,0.2,3,,0.2,0.2,2,
10/03/2012,4.00,below detection limit,0.2,3,,0.2,0.2,2,
10/03/2012,5.00,below detection limit,0.2,3,,0.0,0.2,2,
10/03/2012,6.00,below detection limit,0.2,3,,0.0,0.2,2,
10/03/2012,7.00,below detection limit,0.2,3,,0.2,0.2,2,
10/03/2012,8.00,below detection limit,0.2,3,,0.2,0.2,2,
10/03/2012,9.00,below detection limit,0.2,3,,0.4,0.2,2,
10/03/2012,10.00,below detection limit,0.2,3,,0.2,0.2,2,
10/03/2012,11.00,below detection limit,0.2,3,,0.1,0.2,2,
10/03/2012,12.00,below detection limit,0.1,3,,-0.1,0.1,2,
10/03/2012,13.00,below detection limit,0.1,3,,0.0,0.1,2,
10/03/2012,14.00,below detection limit,0.1,3,,-0.1,0.1,2,
10/03/2012,15.00,below detection limit,0.1,3,,0.0,0.1,2,
10/03/2012,16.00,below detection limit,0.1,3,,0.0,0.1,2,
10/03/2012,17.00,below detection limit,0.0,3,,0.1,0.0,2,
10/03/2012,18.00,below detection limit,0.0,3,,0.2,0.0,2,
10/03/2012,19.00,below detection limit,0.0,3,,0.2,0.0,2,
10/03/2012,20.00,-0.2,0.1,2,,0.2,0.1,2,
10/03/2012,21.00,-0.2,0.1,2,,0.3,0.1,2,
10/03/2012,22.00,below detection limit,0.1,3,,0.0,0.1,2,
10/03/2012,23.00,-0.2,0.1,2,,0.2,0.1,2,
11/03/2012,0.00,below detection limit,0.2,3,,0.2,0.2,2,
11/03/2012,1.00,below detection limit,0.2,3,,0.1,0.2,2,
11/03/2012,2.00,below detection limit,0.1,3,,-0.1,0.1,2,
11/03/2012,3.00,-0.2,0.1,2,,-0.2,0.1,2,
11/03/2012,4.00,below detection limit,0.1,3,,below detection limit,0.1,3,
11/03/2012,5.00,below detection limit,0.1,3,,below detection limit,0.1,3,
11/03/2012,6.00,below detection limit,0.1,3,,below detection limit,0.1,3,
11/03/2012,7.00,below detection limit,0.0,3,,below detection limit,0.0,3,
